Month/Year,License Class,          Trips Per Day          ,          Farebox Per Day          ,           Unique Drivers           ,           Unique Vehicles           ,           Vehicles Per Day           ,         Avg Days Vehicles on Road         ,         Avg Hours Per Day Per Vehicle         ,         Avg Days Drivers on Road         ,         Avg Hours Per Day Per Driver         ,         Avg Minutes Per Trip         ,Percent of Trips Paid with Credit Card,Trips Per Day Shared
2015-08,FHV - Lux Limo," 3,476 ",          -          ," 2,389 "," 2,462 "," 1,188 ", 15.00 , 2.50 , 14.50 , 2.30 ,         -         ,-,-
2015-08,Green," 49,429 "," 678,711 "," 7,215 "," 6,404 "," 4,911 ", 23.80 , 6.40 , 21.80 , 6.20 , 12.80 ,46%,-
2015-08,Yellow," 359,029 "," 5,200,177 "," 29,688 "," 13,442 "," 12,579 ", 29.00 , 13.10 , 21.70 , 7.90 , 16.10 ,61%,-
2015-07,FHV - Black Car," 7,574 ",          -          ," 4,296 "," 4,248 "," 2,117 ", 15.50 , 3.10 , 15.40 , 3.10 ,         -         ,-,-
2015-07,FHV - High Volume," 112,207 ",          -          ," 22,070 "," 22,646 "," 13,358 ", 18.30 , 5.50 , 17.50 , 5.40 ,         -         ,-,-
2015-07,FHV - Livery," 18,526 ",          -          ," 4,306 "," 3,815 "," 2,365 ", 19.20 , 5.70 , 17.90 , 5.40 ,         -         ,-,-
2015-07,FHV - Lux Limo," 3,136 ",          -          ," 2,381 "," 2,354 "," 1,146 ", 15.10 , 2.40 , 15.50 , 2.50 ,         -         ,-,-
2015-07,Green," 49,730 "," 681,299 "," 7,321 "," 6,473 "," 4,981 ", 23.90 , 6.30 , 21.70 , 6.10 , 13.00 ,45%,-
2015-07,Yellow," 372,979 "," 5,392,570 "," 29,999 "," 13,490 "," 12,599 ", 29.00 , 13.10 , 21.80 , 7.90 , 15.70 ,62%,-
2015-06,FHV - Black Car," 9,276 ",          -          ," 5,009 "," 4,956 "," 2,543 ", 15.40 , 3.20 , 15.30 , 3.20 ,         -         ,-,-
2015-06,FHV - High Volume," 102,793 ",          -          ," 20,452 "," 19,840 "," 12,089 ", 18.30 , 5.60 , 17.90 , 5.50 ,         -         ,-,-
2015-06,FHV - Livery," 25,626 ",          -          ," 4,800 "," 4,281 "," 3,008 ", 21.10 , 5.80 , 19.50 , 5.60 ,         -         ,-,-
2015-06,FHV - Lux Limo," 3,655 ",          -          ," 2,461 "," 2,501 "," 1,368 ", 16.40 , 2.60 , 16.60 , 2.50 ,         -         ,-,-
2015-06,Green," 54,628 "," 801,215 "," 7,483 "," 6,539 "," 5,196 ", 23.80 , 6.50 , 21.60 , 6.30 , 13.30 ,45%,-
2015-06,Yellow," 410,831 "," 6,014,938 "," 30,829 "," 13,549 "," 12,990 ", 28.80 , 13.80 , 21.90 , 8.00 , 16.90 ,63%,-
2015-05,FHV - Black Car," 7,681 ",          -          ," 4,561 "," 4,550 "," 2,055 ", 14.00 , 3.20 , 14.00 , 3.20 ,         -         ,-,-
2015-05,FHV - High Volume," 94,103 ",          -          ," 19,076 "," 14,122 "," 8,120 ", 17.80 , 5.40 , 18.00 , 5.60 ,         -         ,-,-
2015-05,FHV - Livery," 31,153 ",          -          ," 6,540 "," 5,779 "," 3,836 ", 20.60 , 5.60 , 19.00 , 5.40 ,         -         ,-,-
2015-05,FHV - Lux Limo," 3,580 ",          -          ," 2,709 "," 2,735 "," 1,388 ", 15.70 , 2.50 , 16.00 , 2.40 ,         -         ,-,-
2015-05,Green," 57,637 "," 862,099 "," 7,513 "," 6,508 "," 5,177 ", 24.70 , 6.80 , 22.20 , 6.50 , 13.60 ,46%,-
2015-05,Yellow," 424,459 "," 6,239,552 "," 31,442 "," 13,580 "," 13,006 ", 29.70 , 14.10 , 22.40 , 8.10 , 16.40 ,62%,-
2015-04,FHV - Black Car," 10,060 ",          -          ," 5,237 "," 5,225 "," 2,653 ", 15.20 , 3.30 , 15.20 , 3.20 ,         -         ,-,-
2015-04,FHV - High Volume," 82,498 ",          -          ," 16,473 "," 16,006 "," 9,711 ", 18.20 , 5.60 , 17.80 , 5.50 ,         -         ,-,-
2015-04,FHV - Livery," 33,619 ",          -          ," 7,121 "," 6,416 "," 4,530 ", 21.20 , 5.40 , 20.00 , 5.20 ,         -         ,-,-
2015-04,FHV - Lux Limo," 2,973 ",          -          ," 1,977 "," 1,990 "," 1,059 ", 16.00 , 2.70 , 16.10 , 2.60 ,         -         ,-,-
2015-04,Green," 55,473 "," 805,698 "," 7,388 "," 6,378 "," 5,032 ", 23.70 , 6.70 , 21.20 , 6.40 , 13.00 ,46%,-
2015-04,Yellow," 435,701 "," 6,226,205 "," 31,574 "," 13,577 "," 13,098 ", 28.90 , 14.20 , 21.90 , 8.10 , 16.90 ,63%,-
2015-03,FHV - Black Car," 5,338 ",          -          ," 2,921 "," 2,882 "," 1,296 ", 13.90 , 3.30 , 13.60 , 3.30 ,         -         ,-,-
2015-03,FHV - High Volume," 72,889 ",          -          ," 14,995 "," 14,290 "," 8,579 ", 18.60 , 5.50 , 18.20 , 5.50 ,         -         ,-,-
2015-03,FHV - Livery," 25,025 ",          -          ," 4,275 "," 4,087 "," 3,052 ", 23.20 , 5.60 , 23.00 , 5.40 ,         -         ,-,-
2015-03,FHV - Lux Limo," 1,439 ",          -          , 957 , 990 , 553 , 17.30 , 2.60 , 18.70 , 2.50 ,         -         ,-,-
2015-03,Green," 55,567 "," 793,672 "," 7,254 "," 6,221 "," 4,835 ", 24.10 , 6.70 , 21.50 , 6.50 , 13.00 ,45%,-
2015-03,Yellow," 430,669 "," 6,076,181 "," 31,610 "," 13,584 "," 13,030 ", 29.70 , 14.00 , 22.30 , 8.00 , 16.80 ,63%,-
2015-02,FHV - Black Car," 6,213 ",          -          ," 2,640 "," 2,620 "," 1,618 ", 17.30 , 3.50 , 17.20 , 3.50 ,         -         ,-,-
2015-02,FHV - High Volume," 77,796 ",          -          ," 14,180 "," 13,531 "," 8,402 ", 17.40 , 5.80 , 17.10 , 5.80 ,         -         ,-,-
2015-02,FHV - Livery," 23,250 ",          -          ," 4,227 "," 3,971 "," 2,901 ", 20.50 , 5.40 , 20.20 , 5.20 ,         -         ,-,-
2015-02,FHV - Lux Limo," 1,782 ",          -          ," 1,037 "," 1,034 ", 620 , 16.80 , 2.80 , 17.20 , 2.70 ,         -         ,-,-
2015-02,Green," 56,242 "," 798,649 "," 6,880 "," 5,984 "," 4,723 ", 22.10 , 6.90 , 20.00 , 6.60 , 12.90 ,45%,-
2015-02,Yellow," 444,633 "," 6,097,785 "," 30,969 "," 13,617 "," 12,979 ", 26.70 , 14.10 , 20.30 , 8.10 , 15.80 ,64%,-
2015-01,FHV - Black Car," 5,359 ",          -          ," 2,737 "," 2,725 "," 1,469 ", 16.70 , 3.30 , 16.70 , 3.30 ,         -         ,-,-
2015-01,FHV - High Volume," 60,357 ",          -          ," 13,153 "," 12,544 "," 7,265 ", 18.00 , 5.40 , 17.60 , 5.30 ,         -         ,-,-
2015-01,FHV - Livery," 20,740 ",          -          ," 4,526 "," 4,181 "," 2,848 ", 21.10 , 5.20 , 20.50 , 5.00 ,         -         ,-,-
2015-01,FHV - Lux Limo," 1,310 ",          -          , 886 , 856 , 462 , 16.80 , 2.80 , 16.60 , 2.70 ,         -         ,-,-
2015-01,Green," 48,659 "," 673,523 "," 6,919 "," 5,897 "," 4,498 ", 23.60 , 6.60 , 21.00 , 6.30 , 12.10 ,45%,-
2015-01,Yellow," 411,238 "," 5,442,278 "," 31,236 "," 13,633 "," 12,721 ", 28.90 , 13.40 , 21.50 , 7.90 , 15.00 ,62%,-
2014-12,Green," 53,078 "," 701,885 "," 6,933 "," 5,812 "," 4,651 ", 24.80 , 6.80 , 21.70 , 6.50 , 12.90 ,44%,-
2014-12,Yellow," 419,776 "," 5,868,025 "," 32,048 "," 13,642 "," 13,041 ", 29.60 , 13.90 , 22.30 , 7.90 , 14.00 ,58%,-
2014-11,Green," 51,600 "," 684,927 "," 6,622 "," 5,558 "," 4,499 ", 24.30 , 6.90 , 21.30 , 6.60 , 13.00 ,45%,-
2014-11,Yellow," 440,576 "," 6,113,253 "," 32,260 "," 13,642 "," 13,095 ", 28.80 , 14.30 , 21.80 , 8.00 , 13.80 ,59%,-
2014-10,Green," 48,100 "," 649,348 "," 6,488 "," 5,347 "," 4,280 ", 24.80 , 6.80 , 21.30 , 6.50 , 13.10 ,45%,-
2014-10,Yellow," 459,087 "," 6,432,093 "," 32,091 "," 13,665 "," 13,162 ", 29.90 , 14.50 , 22.70 , 8.10 , 13.80 ,59%,-
2014-09,Green," 45,394 "," 623,638 "," 6,311 "," 5,202 "," 4,153 ", 23.90 , 6.70 , 20.60 , 6.40 , 13.20 ,44%,-
2014-09,Yellow," 445,782 "," 6,284,615 "," 32,191 "," 13,647 "," 13,087 ", 28.80 , 14.30 , 21.70 , 8.10 , 13.90 ,59%,-
2014-08,Green," 43,381 "," 595,477 "," 6,249 "," 5,136 "," 3,989 ", 24.10 , 6.70 , 20.70 , 6.40 , 12.80 ,42%,-
2014-08,Yellow," 409,305 "," 5,709,153 "," 31,429 "," 13,622 "," 12,919 ", 29.40 , 13.80 , 22.20 , 7.90 , 13.10 ,57%,-
2014-07,Green," 41,094 "," 560,319 "," 6,180 "," 5,130 "," 3,958 ", 23.90 , 6.40 , 20.80 , 6.10 , 12.70 ,42%,-
2014-07,Yellow," 422,771 "," 5,832,040 "," 31,515 "," 13,633 "," 12,943 ", 29.40 , 13.80 , 22.50 , 7.80 , 13.00 ,57%,-
2014-06,Green," 44,590 "," 616,892 "," 6,158 "," 5,069 "," 4,040 ", 23.90 , 6.70 , 20.70 , 6.40 , 13.20 ,41%,-
2014-06,Yellow," 460,393 "," 6,490,355 "," 32,747 "," 13,651 "," 13,154 ", 28.90 , 14.60 , 22.00 , 8.00 , 13.60 ,58%,-
2014-05,Green," 45,853 "," 636,698 "," 6,136 "," 4,957 "," 3,998 ", 25.00 , 6.90 , 21.30 , 6.50 , 13.40 ,41%,-
2014-05,Yellow," 476,569 "," 6,718,530 "," 33,060 "," 13,581 "," 13,098 ", 29.90 , 14.90 , 22.70 , 8.10 , 13.60 ,57%,-
2014-04,Green," 43,625 "," 580,228 "," 5,894 "," 4,811 "," 3,799 ", 23.70 , 6.80 , 20.40 , 6.40 , 12.50 ,39%,-
2014-04,Yellow," 487,275 "," 6,613,192 "," 33,086 "," 13,524 "," 13,074 ", 29.00 , 15.00 , 22.00 , 8.10 , 12.90 ,57%,-
2014-03,Green," 41,718 "," 543,542 "," 5,620 "," 4,566 "," 3,547 ", 24.10 , 6.90 , 20.70 , 6.50 , 12.20 ,37%,-
2014-03,Yellow," 497,661 "," 6,612,023 "," 33,229 "," 13,442 "," 13,020 ", 30.00 , 15.10 , 22.60 , 8.10 , 12.40 ,58%,-
2014-02,Green," 35,895 "," 465,192 "," 5,085 "," 4,207 "," 3,065 ", 20.40 , 6.80 , 17.80 , 6.50 , 12.60 ,35%,-
2014-02,Yellow," 466,522 "," 6,122,310 "," 32,634 "," 13,376 "," 12,852 ", 26.90 , 14.60 , 20.20 , 8.00 , 12.60 ,59%,-
2014-01,Green," 25,923 "," 331,334 "," 4,564 "," 3,818 "," 2,409 ", 19.60 , 6.50 , 17.20 , 6.10 , 11.90 ,35%,-
2014-01,Yellow," 444,537 "," 5,790,713 "," 32,775 "," 13,366 "," 12,778 ", 29.60 , 14.10 , 21.90 , 7.80 , 12.20 ,57%,-
2013-12,Green," 19,435 "," 257,398 "," 3,317 "," 2,736 "," 1,707 ", 19.30 , 6.80 , 16.90 , 6.40 , 12.30 ,32%,-
2013-12,Yellow," 450,634 "," 6,176,199 "," 33,335 "," 13,356 "," 12,858 ", 29.80 , 14.50 , 22.20 , 7.80 , 13.10 ,53%,-
2013-11,Green," 12,692 "," 168,976 "," 2,160 "," 1,754 "," 1,044 ", 17.90 , 7.10 , 15.50 , 6.60 , 12.30 ,34%,-
2013-11,Yellow," 479,527 "," 6,470,910 "," 33,191 "," 13,336 "," 12,926 ", 29.10 , 15.00 , 21.90 , 8.00 , 12.90 ,55%,-
2013-10,Green," 5,477 "," 74,128 "," 1,261 "," 1,128 ", 500 , 13.70 , 6.60 , 12.80 , 6.30 , 12.40 ,33%,-
2013-10,Yellow," 483,921 "," 6,648,711 "," 33,417 "," 13,334 "," 12,962 ", 30.10 , 15.00 , 22.50 , 8.10 , 13.10 ,56%,-
2013-09,Green," 1,632 "," 23,087 ", 478 , 445 , 159 , 10.70 , 6.30 , 10.20 , 6.20 , 12.70 ,34%,-
2013-09,Yellow," 470,147 "," 6,493,533 "," 33,292 "," 13,340 "," 12,881 ", 29.00 , 14.90 , 21.50 , 8.00 , 13.10 ,55%,-
2013-08,Green, 283 ," 4,028 ", 129 , 114 , 33 , 7.30 , 5.40 , 6.80 , 5.10 , 11.40 ,30%,-
2013-08,Yellow," 406,246 "," 5,553,989 "," 32,388 "," 13,318 "," 11,959 ", 27.80 , 14.20 , 20.70 , 7.90 ,         -         ,54%,-
2013-07,Yellow," 445,861 "," 5,983,709 "," 32,748 "," 13,327 "," 12,830 ", 29.80 , 14.30 , 22.20 , 7.80 , 12.50 ,53%,-
2013-06,Yellow," 479,148 "," 6,555,608 "," 33,452 "," 13,341 "," 12,922 ", 29.10 , 15.00 , 21.70 , 8.00 , 13.00 ,54%,-
2013-05,Yellow," 492,962 "," 6,744,373 "," 33,267 "," 13,334 "," 12,929 ", 30.10 , 15.10 , 22.50 , 8.10 , 13.00 ,53%,-
2013-04,Yellow," 503,249 "," 6,714,891 "," 33,084 "," 13,343 "," 12,949 ", 29.10 , 15.10 , 21.90 , 8.10 , 12.40 ,54%,-
2013-03,Yellow," 507,914 "," 6,646,912 "," 32,965 "," 13,334 "," 12,927 ", 30.10 , 15.00 , 22.50 , 8.10 , 12.00 ,53%,-
2013-02,Yellow," 499,556 "," 6,356,651 "," 32,052 "," 13,338 "," 12,867 ", 27.00 , 14.60 , 20.40 , 8.10 , 11.70 ,54%,-
2013-01,Yellow," 476,544 "," 6,045,087 "," 32,213 "," 13,344 "," 12,863 ", 29.90 , 14.40 , 22.30 , 8.00 , 11.40 ,52%,-
2012-12,Yellow," 474,005 "," 6,326,604 "," 32,257 "," 13,346 "," 12,806 ", 29.70 , 14.60 , 22.40 , 8.00 , 12.50 ,49%,-
2012-11,Yellow," 459,114 "," 6,094,937 "," 31,701 "," 13,324 "," 12,551 ", 28.30 , 14.20 , 21.30 , 7.90 , 12.50 ,50%,-
2012-10,Yellow," 468,377 "," 6,346,508 "," 32,104 "," 13,328 "," 12,555 ", 29.20 , 14.60 , 22.00 , 8.10 , 12.80 ,50%,-
2012-09,Yellow," 484,783 "," 6,512,203 "," 31,698 "," 13,322 "," 12,826 ", 28.90 , 14.90 , 22.00 , 8.20 , 12.80 ,50%,-
2012-08,Yellow," 463,841 "," 5,357,572 "," 30,777 "," 13,318 "," 12,785 ", 29.80 , 14.40 , 22.80 , 8.10 , 12.30 ,48%,-
2012-07,Yellow," 463,784 "," 5,292,247 "," 31,174 "," 13,320 "," 12,773 ", 29.70 , 14.40 , 22.70 , 8.10 , 12.20 ,48%,-
2012-06,Yellow," 503,139 "," 5,831,841 "," 31,561 "," 13,332 "," 12,940 ", 29.10 , 15.10 , 22.60 , 8.30 , 12.80 ,48%,-
2012-05,Yellow," 502,097 "," 5,838,542 "," 31,723 "," 13,325 "," 12,887 ", 30.00 , 15.10 , 23.00 , 8.30 , 12.90 ,47%,-
2012-04,Yellow," 515,848 "," 5,861,876 "," 31,579 "," 13,319 "," 12,864 ", 29.00 , 15.10 , 22.20 , 8.30 , 12.20 ,47%,-
2012-03,Yellow," 520,764 "," 5,860,835 "," 31,401 "," 13,320 "," 12,927 ", 30.10 , 15.10 , 23.20 , 8.30 , 12.00 ,48%,-
2012-02,Yellow," 516,585 "," 5,655,691 "," 30,803 "," 13,317 "," 12,896 ", 28.10 , 14.90 , 21.80 , 8.30 , 11.60 ,48%,-
2012-01,Yellow," 482,811 "," 5,220,456 "," 30,944 "," 13,317 "," 12,588 ", 29.30 , 14.50 , 22.30 , 8.20 , 11.30 ,47%,-
2011-12,Yellow," 481,410 "," 5,493,999 "," 31,196 "," 13,323 "," 12,830 ", 29.90 , 14.70 , 22.90 , 8.20 , 12.70 ,43%,-
2011-11,Yellow," 484,122 "," 5,572,296 "," 31,022 "," 13,319 "," 12,858 ", 29.00 , 14.70 , 22.30 , 8.20 , 12.90 ,44%,-
2011-10,Yellow," 506,532 "," 5,790,312 "," 31,341 "," 13,322 "," 12,857 ", 29.90 , 15.00 , 23.00 , 8.30 , 12.70 ,45%,-
2011-09,Yellow," 487,470 "," 5,687,581 "," 30,917 "," 13,313 "," 12,797 ", 28.80 , 14.90 , 22.20 , 8.30 , 13.10 ,44%,-
2011-08,Yellow," 427,740 "," 4,851,734 "," 30,144 "," 13,295 "," 12,216 ", 28.50 , 13.90 , 21.90 , 8.00 , 12.10 ,44%,-
2011-07,Yellow," 475,475 "," 5,350,809 "," 30,683 "," 13,270 "," 12,612 ", 29.50 , 14.60 , 22.60 , 8.30 , 12.10 ,43%,-
2011-06,Yellow," 503,152 "," 5,743,238 "," 31,094 "," 13,285 "," 12,760 ", 28.80 , 15.10 , 22.40 , 8.30 , 12.60 ,43%,-
2011-05,Yellow," 501,708 "," 5,730,613 "," 31,259 "," 13,291 "," 12,745 ", 29.70 , 14.90 , 22.80 , 8.30 , 12.50 ,42%,-
2011-04,Yellow," 490,577 "," 5,456,034 "," 31,022 "," 13,302 "," 12,178 ", 27.50 , 15.10 , 21.30 , 8.40 , 12.10 ,42%,-
2011-03,Yellow," 518,212 "," 5,717,207 "," 30,960 "," 13,288 "," 12,852 ", 30.00 , 15.00 , 23.10 , 8.40 , 11.90 ,43%,-
2011-02,Yellow," 507,167 "," 5,474,959 "," 30,359 "," 13,253 "," 12,678 ", 26.80 , 14.90 , 20.80 , 8.40 , 11.80 ,43%,-
2011-01,Yellow," 434,297 "," 4,661,317 "," 29,682 "," 12,798 "," 11,624 ", 28.20 , 14.40 , 21.40 , 8.20 , 11.70 ,41%,-
2010-12,Yellow," 445,727 "," 4,985,892 "," 29,414 "," 12,491 "," 11,612 ", 28.80 , 14.70 , 21.90 , 8.20 , 12.60 ,38%,-
2010-11,Yellow," 463,701 "," 5,165,797 "," 29,348 "," 12,347 "," 11,876 ", 28.90 , 14.80 , 21.90 , 8.20 , 12.20 ,39%,-
2010-10,Yellow," 457,996 "," 5,122,617 "," 29,128 "," 12,268 "," 11,271 ", 28.50 , 15.30 , 21.90 , 8.40 , 12.30 ,39%,-
2010-09,Yellow," 517,972 "," 5,827,246 "," 28,989 "," 12,221 "," 11,765 ", 28.90 , 14.70 , 21.70 , 8.30 , 12.30 ,38%,-
2010-08,Yellow," 404,115 "," 4,490,108 "," 28,574 "," 12,206 "," 11,224 ", 28.50 , 14.40 , 21.50 , 8.10 , 11.80 ,37%,-
2010-07,Yellow," 472,752 "," 5,216,891 "," 30,562 "," 13,307 "," 12,457 ", 29.00 , 14.50 , 22.30 , 8.20 ,         -         ,37%,-
2010-06,Yellow," 494,137 "," 5,503,949 "," 30,812 "," 13,305 "," 12,671 ", 28.60 , 14.90 , 22.20 , 8.30 ,         -         ,36%,-
2010-05,Yellow," 499,374 "," 5,561,218 "," 30,950 "," 13,309 "," 12,729 ", 29.60 , 14.80 , 22.70 , 8.30 ,         -         ,35%,-
2010-04,Yellow," 504,798 "," 5,502,545 "," 30,827 "," 13,326 "," 12,856 ", 28.90 , 14.80 , 22.30 , 8.30 ,         -         ,35%,-
2010-03,Yellow," 415,567 "," 3,011,750 "," 28,709 "," 12,183 "," 10,382 ", 26.40 , 15.10 , 20.40 , 8.30 , 11.50 ,35%,-
2010-02,Yellow," 397,969 "," 3,392,416 "," 28,255 "," 12,171 "," 10,045 ", 23.10 , 14.60 , 17.60 , 8.30 , 11.10 ,35%,-
2010-01,Yellow," 479,376 "," 4,968,817 "," 30,659 "," 13,305 "," 12,727 ", 29.70 , 14.30 , 22.50 , 8.20 ,         -         ,32%,-
